case,dataset,image_hw,input_c,output_c,base_dim,model_variant,compile_source,activation,activation_degree,activation_nominal_depth_degree7,activation_fit_rule,policy,layout_estimator,rotation_estimator,diagonal_estimator,slot_count,compile_node_index,unet22_body_linear_layer_index,linear_layer_index_including_output,node,op_type,is_output_layer,provider_static_supported,provider_static_kind,provider_static_fallback_reason,ct_count,input_ct_count_compact,output_ct_count_compact,selected_input_ct_count,selected_output_ct_count,alpha,beta,output_alpha,output_beta,assigned_level,module_depth,output_level_before_bootstrap,bootstrap_after_layer,bootstrap_reason,bootstrap_before_nodes,bootstrap_boundary_nodes,bootstrap_target_levels,bootstrap_input_shape_after_layer,bootstrap_input_elements_after_layer,bootstrap_count_after_layer,bootstrap_slots_after_layer,bootstrap_ct_count_after_layer,rotation,lt_rotation_estimate,planner_rotation_cost_estimate,relayout_rotation_estimate,relayout_mask_mult_estimate,relayout_sparse_lt_estimate,relayout_depth_estimate,producer_fused_rotation_estimate,consumer_fused_rotation_estimate,diagonal_count,activation_ct_mult_estimate,lt_transform_count_estimate,lt_bsgs_group_count_estimate,lt_baby_rotation_estimate,lt_giant_rotation_estimate,lt_input_cross_rotation_estimate,lt_local_submatrix_rotation_estimate,lt_output_materialize_rotation_estimate,lt_local_program_count_estimate,lt_recovery_program_count_estimate,lt_rho_hat_per_program_estimate,lt_unfused_rotation_estimate,lt_same_input_fusion_savings_estimate,lt_input_channel_multiplier,lt_output_channel_multiplier,lt_estimator,layout_mode,edge_kind,incoming_edge_kind,edge_kind_counts,edge_kind_detail,edge_carry_count,edge_fused_count,edge_explicit_count,edge_bootstrap_drop_count,edge_bootstrap_drop_detail,edge_layout_changed_count,edge_carry_halo_count,edge_bootstrap_drop_ct_saved,edge_bootstrap_drop_slots_saved,relayout_fusion_side,relayout_note,input_gap,output_gap,input_shape,output_shape,fhe_input_shape,fhe_output_shape,clear_input_min,clear_input_max,clear_output_min,clear_output_max,in_channels_layer,out_channels_layer,activation_kind_layer,activation_degree_layer,activation_depth_layer,activation_prescale_layer,activation_constant_layer,activation_fit_low,activation_fit_high,kernel,stride,padding,output_padding,dilation,groups,source_nodes,source_layout,required_layout,selected_input_layout,selected_output_layout,physical_layout,source_physical_layout,target_physical_layout,incoming_edge_count,edge_relayout_count,output_relayout,consumer_fused_relayout_count,producer_fused_relayout_count,producer_materialized_halo,planner_metric_source,case_total_ciphertext_tiles,case_stored_slots,case_relayout_count,case_bootstrap_l_eff,case_input_level,case_bootstrap_count,case_bootstrapper_slots,case_raw_planner_reported_rotation_estimate,case_reported_rotation_estimate,case_lt_bsgs_rotation_estimate,case_planner_rotation_cost_estimate,case_relayout_rotation_estimate,case_relayout_mask_mult_estimate,case_relayout_depth_estimate,case_diagonal_count_estimate,case_activation_ct_mult_estimate,case_ct_pt_mult_estimate,case_halo_redundancy_ratio,case_objective,notes,case_edge_carry_count,case_edge_fused_count,case_edge_explicit_count,case_edge_bootstrap_drop_count,case_edge_layout_changed_count,case_edge_carry_halo_count,case_edge_bootstrap_drop_ct_saved,case_edge_bootstrap_drop_slots_saved
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,6,3,3,enc2a,Conv2d,False,True,u22_same_shape_conv_provider,,55,27,54,28,55,1,1,1,1,5,1,4,False,,,,,,0,0,0,0,9216,9216,9216,0,0,0,0,0,0,110592,0,14336,128,1024,8192,0,9216,0,224,0,6,152832,143616,32,64,template,compact_halo_shared,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,pool1->enc2a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,,1,0,0,0,source+target,target:consumer_fused_relayout;source:producer_materialized_halo,2,2,1x32x192x144,1x64x192x144,1x8x384x288,1x16x384x288,-0.19905053079128265,0.3599076271057129,-0.17951427400112152,0.20501849055290222,32,64,,,,,,,,3x3,1x1,1x1,,1x1,1,pool1,"{""bottom_beta"":1,""gap"":2,""stored_slots"":893952,""stride"":1,""tile_count"":28,""top_beta"":1}","{""bottom_beta"":1,""gap"":2,""stored_slots"":893952,""stride"":1,""tile_count"":28,""top_beta"":1}","{""bottom_beta"":1,""gap"":2,""stored_slots"":893952,""stride"":1,""tile_count"":28,""top_beta"":1}","{""bottom_beta"":1,""core_slots"":1769472,""gap"":2,""stored_slots"":1787904,""stride"":1,""tile_count"":55,""top_beta"":1}",logical_halo_compact,logical_halo_compact,logical_halo_compact,1,0,False,1,0,True,planner_estimate,2580,83609280,4,10,8,413,32768,2567020,2566660,2566240,2566240,420,420,4,47875776,2517,47878713,0.013425770777479893,2569177.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,8,22,22,8,147456
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,7,,,enc2a_act,SiLU,False,,chebyshev_polynomial_activation,not_a_provider_linear_kernel,55,54,54,55,55,1,1,1,1,4,3,1,True,child_level_exceeds_output_level,enc2b,enc2b,10,1x16x384x288,1769472,54,32768,54,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_activation_polynomial,halo_local,carry+bootstrap-drop,carry,carry=1;fused=0;explicit=0;bootstrap-drop=1,enc2a->enc2a_act:carry:layout_same_carry_halo:mode=halo_local;bootstrap-boundary->enc2b:bootstrap-drop:drop_halo_before_bootstrap,1,0,0,1,bootstrap-boundary->enc2b:bootstrap-drop:drop_halo_before_bootstrap,0,1,1,18432,none,,2,2,1x64x192x144,1x64x192x144,1x16x384x288,1x16x384x288,-0.17951427400112152,0.20501849055290222,-0.08172235637903214,0.11298074573278427,,,silu,7,3,1.0,0.0,-0.3717806339263916,0.3972848653793335,,,,,,,enc2a,"{""bottom_beta"":1,""gap"":2,""stored_slots"":1787904,""stride"":1,""tile_count"":55,""top_beta"":1}","{""bottom_beta"":0,""gap"":2,""stored_slots"":1769472,""stride"":1,""tile_count"":54,""top_beta"":0}","{""bottom_beta"":1,""gap"":2,""stored_slots"":1787904,""stride"":1,""tile_count"":55,""top_beta"":1}","{""bottom_beta"":1,""core_slots"":1769472,""gap"":2,""stored_slots"":1787904,""stride"":1,""tile_count"":55,""top_beta"":1}",logical_halo_compact,logical_halo_compact,logical_halo_compact,1,0,False,0,0,False,planner_estimate,2580,83609280,4,10,8,413,32768,2567020,2566660,2566240,2566240,420,420,4,47875776,2517,47878713,0.013425770777479893,2569177.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,8,22,22,8,147456
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,8,4,4,enc2b,Conv2d,False,True,u22_same_shape_conv_provider,,54,54,54,55,54,1,1,0,0,10,1,9,False,,,,,,0,0,0,0,18432,18432,18432,0,0,0,0,0,0,221184,0,28672,256,2048,16384,0,18432,0,448,0,6,305664,287232,64,64,template,compact_halo_shared,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,enc2a_act->enc2b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,,1,0,0,0,target,target:consumer_fused_relayout,2,2,1x64x192x144,1x64x192x144,1x16x384x288,1x16x384x288,-0.08172235637903214,0.11298074573278427,-0.08333643525838852,0.08279700577259064,64,64,,,,,,,,3x3,1x1,1x1,,1x1,1,enc2a_act,"{""bottom_beta"":1,""gap"":2,""stored_slots"":1787904,""stride"":1,""tile_count"":55,""top_beta"":1}","{""bottom_beta"":1,""gap"":2,""stored_slots"":1787904,""stride"":1,""tile_count"":55,""top_beta"":1}","{""bottom_beta"":1,""gap"":2,""stored_slots"":1787904,""stride"":1,""tile_count"":55,""top_beta"":1}","{""bottom_beta"":0,""core_slots"":1769472,""gap"":2,""stored_slots"":1769472,""stride"":2,""tile_count"":54,""top_beta"":0}",packed_compact,logical_halo_compact,logical_halo_compact,1,0,False,1,0,False,planner_estimate,2580,83609280,4,10,8,413,32768,2567020,2566660,2566240,2566240,420,420,4,47875776,2517,47878713,0.013425770777479893,2569177.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,8,22,22,8,147456
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,9,,,enc2b_act,SiLU,False,,chebyshev_polynomial_activation,not_a_provider_linear_kernel,54,54,54,54,54,0,0,0,0,9,3,6,False,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_activation_polynomial,halo_local,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,enc2b->enc2b_act:carry:layout_same_carry_compact:mode=halo_local,1,0,0,0,,0,0,0,0,none,,2,2,1x64x192x144,1x64x192x144,1x16x384x288,1x16x384x288,-0.08333643525838852,0.08279700577259064,-0.039932981133461,0.04311136156320572,,,silu,7,3,1.0,0.0,-0.1664031445980072,0.16586372256278992,,,,,,,enc2b,"{""bottom_beta"":0,""gap"":2,""stored_slots"":1769472,""stride"":2,""tile_count"":54,""top_beta"":0}","{""bottom_beta"":0,""gap"":2,""stored_slots"":1769472,""stride"":1,""tile_count"":54,""top_beta"":0}","{""bottom_beta"":0,""gap"":2,""stored_slots"":1769472,""stride"":2,""tile_count"":54,""top_beta"":0}","{""bottom_beta"":0,""core_slots"":1769472,""gap"":2,""stored_slots"":1769472,""stride"":2,""tile_count"":54,""top_beta"":0}",packed_compact,packed_compact,packed_compact,1,0,False,0,0,False,planner_estimate,2580,83609280,4,10,8,413,32768,2567020,2566660,2566240,2566240,420,420,4,47875776,2517,47878713,0.013425770777479893,2569177.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,8,22,22,8,147456
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,10,,,pool2,AvgPool2d,False,True,u22_pool_provider,,14,54,14,54,14,0,0,1,1,6,1,5,False,,,,,,0,0,0,0,640,640,640,0,0,0,0,0,0,1280,0,384,256,512,128,0,640,0,384,0,2,896,256,64,1,template,halo_local,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,enc2b_act->pool2:carry:layout_same_carry_compact:mode=halo_local,1,0,0,0,,0,0,0,0,source,source:producer_materialized_halo,2,4,1x64x192x144,1x64x96x72,1x16x384x288,1x4x384x288,-0.039932981133461,0.04311136156320572,-0.032941948622465134,0.03559715673327446,64,64,,,,,,,,2x2,2x2,0x0,,1x1,64,enc2b_act,"{""bottom_beta"":0,""gap"":2,""stored_slots"":1769472,""stride"":2,""tile_count"":54,""top_beta"":0}","{""bottom_beta"":0,""gap"":2,""stored_slots"":1769472,""stride"":2,""tile_count"":54,""top_beta"":0}","{""bottom_beta"":0,""gap"":2,""stored_slots"":1769472,""stride"":2,""tile_count"":54,""top_beta"":0}","{""bottom_beta"":1,""core_slots"":442368,""gap"":4,""stored_slots"":451584,""stride"":1,""tile_count"":14,""top_beta"":1}",logical_halo_compact,packed_compact,packed_compact,1,0,False,0,0,True,planner_estimate,2580,83609280,4,10,8,413,32768,2567020,2566660,2566240,2566240,420,420,4,47875776,2517,47878713,0.013425770777479893,2569177.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,8,22,22,8,147456
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,11,5,5,enc3a,Conv2d,False,True,u22_same_shape_conv_provider,,28,14,27,14,28,1,1,1,1,5,1,4,False,,,,,,0,0,0,0,34816,34816,34816,0,0,0,0,0,0,442368,0,57344,256,2048,32768,0,34816,0,448,0,6,612864,578048,64,128,template,compact_halo_shared,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,pool2->enc3a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,,1,0,0,0,source+target,target:consumer_fused_relayout;source:producer_materialized_halo,4,4,1x64x96x72,1x128x96x72,1x4x384x288,1x8x384x288,-0.032941948622465134,0.03559715673327446,-0.05106673762202263,0.05819416046142578,64,128,,,,,,,,3x3,1x1,1x1,,1x1,1,pool2,"{""bottom_beta"":1,""gap"":4,""stored_slots"":451584,""stride"":1,""tile_count"":14,""top_beta"":1}","{""bottom_beta"":1,""gap"":4,""stored_slots"":451584,""stride"":1,""tile_count"":14,""top_beta"":1}","{""bottom_beta"":1,""gap"":4,""stored_slots"":451584,""stride"":1,""tile_count"":14,""top_beta"":1}","{""bottom_beta"":1,""core_slots"":884736,""gap"":4,""stored_slots"":903168,""stride"":1,""tile_count"":28,""top_beta"":1}",logical_halo_compact,logical_halo_compact,logical_halo_compact,1,0,False,1,0,True,planner_estimate,2580,83609280,4,10,8,413,32768,2567020,2566660,2566240,2566240,420,420,4,47875776,2517,47878713,0.013425770777479893,2569177.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,8,22,22,8,147456
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,12,,,enc3a_act,SiLU,False,,chebyshev_polynomial_activation,not_a_provider_linear_kernel,28,27,27,28,28,1,1,1,1,4,3,1,True,child_level_exceeds_output_level,enc3b,enc3b,10,1x8x384x288,884736,27,32768,27,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_activation_polynomial,halo_local,carry+bootstrap-drop,carry,carry=1;fused=0;explicit=0;bootstrap-drop=1,enc3a->enc3a_act:carry:layout_same_carry_halo:mode=halo_local;bootstrap-boundary->enc3b:bootstrap-drop:drop_halo_before_bootstrap,1,0,0,1,bootstrap-boundary->enc3b:bootstrap-drop:drop_halo_before_bootstrap,0,1,1,18432,none,,4,4,1x128x96x72,1x128x96x72,1x8x384x288,1x8x384x288,-0.05106673762202263,0.05819416046142578,-0.02488156035542488,0.02994348295032978,,,silu,7,3,1.0,0.0,-0.10569719225168228,0.11282461136579514,,,,,,,enc3a,"{""bottom_beta"":1,""gap"":4,""stored_slots"":903168,""stride"":1,""tile_count"":28,""top_beta"":1}","{""bottom_beta"":0,""gap"":4,""stored_slots"":884736,""stride"":1,""tile_count"":27,""top_beta"":0}","{""bottom_beta"":1,""gap"":4,""stored_slots"":903168,""stride"":1,""tile_count"":28,""top_beta"":1}","{""bottom_beta"":1,""core_slots"":884736,""gap"":4,""stored_slots"":903168,""stride"":1,""tile_count"":28,""top_beta"":1}",logical_halo_compact,logical_halo_compact,logical_halo_compact,1,0,False,0,0,False,planner_estimate,2580,83609280,4,10,8,413,32768,2567020,2566660,2566240,2566240,420,420,4,47875776,2517,47878713,0.013425770777479893,2569177.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,8,22,22,8,147456
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,13,6,6,enc3b,Conv2d,False,True,u22_same_shape_conv_provider,,27,27,27,28,27,1,1,0,0,10,1,9,False,,,,,,0,0,0,0,69632,69632,69632,0,0,0,0,0,0,884736,0,114688,512,4096,65536,0,69632,0,896,0,6,1225728,1156096,128,128,template,compact_halo_shared,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,enc3a_act->enc3b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,,1,0,0,0,target,target:consumer_fused_relayout,4,4,1x128x96x72,1x128x96x72,1x8x384x288,1x8x384x288,-0.02488156035542488,0.02994348295032978,-0.045550305396318436,0.04215341806411743,128,128,,,,,,,,3x3,1x1,1x1,,1x1,1,enc3a_act,"{""bottom_beta"":1,""gap"":4,""stored_slots"":903168,""stride"":1,""tile_count"":28,""top_beta"":1}","{""bottom_beta"":1,""gap"":4,""stored_slots"":903168,""stride"":1,""tile_count"":28,""top_beta"":1}","{""bottom_beta"":1,""gap"":4,""stored_slots"":903168,""stride"":1,""tile_count"":28,""top_beta"":1}","{""bottom_beta"":0,""core_slots"":884736,""gap"":4,""stored_slots"":884736,""stride"":2,""tile_count"":27,""top_beta"":0}",packed_compact,logical_halo_compact,logical_halo_compact,1,0,False,1,0,False,planner_estimate,2580,83609280,4,10,8,413,32768,2567020,2566660,2566240,2566240,420,420,4,47875776,2517,47878713,0.013425770777479893,2569177.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,8,22,22,8,147456
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,14,,,enc3b_act,SiLU,False,,chebyshev_polynomial_activation,not_a_provider_linear_kernel,27,27,27,27,27,0,0,0,0,9,3,6,False,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_activation_polynomial,halo_local,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,enc3b->enc3b_act:carry:layout_same_carry_compact:mode=halo_local,1,0,0,0,,0,0,0,0,none,,4,4,1x128x96x72,1x128x96x72,1x8x384x288,1x8x384x288,-0.045550305396318436,0.04215341806411743,-0.022256534546613693,0.021520869806408882,,,silu,7,3,1.0,0.0,-0.08940216153860092,0.08600527793169022,,,,,,,enc3b,"{""bottom_beta"":0,""gap"":4,""stored_slots"":884736,""stride"":2,""tile_count"":27,""top_beta"":0}","{""bottom_beta"":0,""gap"":4,""stored_slots"":884736,""stride"":1,""tile_count"":27,""top_beta"":0}","{""bottom_beta"":0,""gap"":4,""stored_slots"":884736,""stride"":2,""tile_count"":27,""top_beta"":0}","{""bottom_beta"":0,""core_slots"":884736,""gap"":4,""stored_slots"":884736,""stride"":2,""tile_count"":27,""top_beta"":0}",packed_compact,packed_compact,packed_compact,1,0,False,0,0,False,planner_estimate,2580,83609280,4,10,8,413,32768,2567020,2566660,2566240,2566240,420,420,4,47875776,2517,47878713,0.013425770777479893,2569177.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,8,22,22,8,147456
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,15,,,pool3,AvgPool2d,False,True,u22_pool_provider,,8,27,7,27,8,0,0,1,1,6,1,5,False,,,,,,0,0,0,0,1280,1280,1280,0,0,0,0,0,0,2560,0,768,512,1024,256,0,1280,0,768,0,2,1792,512,128,1,template,halo_local,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,enc3b_act->pool3:carry:layout_same_carry_compact:mode=halo_local,1,0,0,0,,0,0,0,0,source,source:producer_materialized_halo,4,8,1x128x96x72,1x128x48x36,1x8x384x288,1x2x384x288,-0.022256534546613693,0.021520869806408882,-0.02143523283302784,0.020595699548721313,128,128,,,,,,,,2x2,2x2,0x0,,1x1,128,enc3b_act,"{""bottom_beta"":0,""gap"":4,""stored_slots"":884736,""stride"":2,""tile_count"":27,""top_beta"":0}","{""bottom_beta"":0,""gap"":4,""stored_slots"":884736,""stride"":2,""tile_count"":27,""top_beta"":0}","{""bottom_beta"":0,""gap"":4,""stored_slots"":884736,""stride"":2,""tile_count"":27,""top_beta"":0}","{""bottom_beta"":1,""core_slots"":221184,""gap"":8,""stored_slots"":230400,""stride"":1,""tile_count"":8,""top_beta"":1}",logical_halo_compact,packed_compact,packed_compact,1,0,False,0,0,True,planner_estimate,2580,83609280,4,10,8,413,32768,2567020,2566660,2566240,2566240,420,420,4,47875776,2517,47878713,0.013425770777479893,2569177.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,8,22,22,8,147456
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,16,7,7,enc4a,Conv2d,False,True,u22_same_shape_conv_provider,,15,7,14,8,15,1,1,1,1,5,1,4,False,,,,,,0,0,0,0,135168,135168,135168,0,0,0,0,0,0,1769472,0,229376,512,4096,131072,0,135168,0,896,0,6,2454528,2319360,128,256,template,compact_halo_shared,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,pool3->enc4a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,,1,0,0,0,source+target,target:consumer_fused_relayout;source:producer_materialized_halo,8,8,1x128x48x36,1x256x48x36,1x2x384x288,1x4x384x288,-0.02143523283302784,0.020595699548721313,-0.036807719618082047,0.03912892937660217,128,256,,,,,,,,3x3,1x1,1x1,,1x1,1,pool3,"{""bottom_beta"":1,""gap"":8,""stored_slots"":230400,""stride"":1,""tile_count"":8,""top_beta"":1}","{""bottom_beta"":1,""gap"":8,""stored_slots"":230400,""stride"":1,""tile_count"":8,""top_beta"":1}","{""bottom_beta"":1,""gap"":8,""stored_slots"":230400,""stride"":1,""tile_count"":8,""top_beta"":1}","{""bottom_beta"":1,""core_slots"":442368,""gap"":8,""stored_slots"":460800,""stride"":1,""tile_count"":15,""top_beta"":1}",logical_halo_compact,logical_halo_compact,logical_halo_compact,1,0,False,1,0,True,planner_estimate,2580,83609280,4,10,8,413,32768,2567020,2566660,2566240,2566240,420,420,4,47875776,2517,47878713,0.013425770777479893,2569177.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,8,22,22,8,147456
